Number,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
20886,0,1,0,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,70,0
20889,2,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
20892,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,105,1
20896,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,2
20897,1,0,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
20900,23,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,29,0
20903,9,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,67.5,1
20906,32,0,1,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,70.2,0
20908,7,0,2,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,63,0
20911,9,0,2,2,1,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,36.25,1
20912,0,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,0
20916,3,0,2,1,0,0,BB,TA/TO,1,0,4,A,0,No Deposit,Transient,122,1
20917,4,0,3,1,0,0,BB,TA/TO,1,0,5,A,0,No Deposit,Transient,201,0
20918,1,1,0,1,0,0,BB,TA/TO,1,0,6,E,0,No Deposit,Transient,75,2
20922,9,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
20923,18,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
20924,3,0,1,2,0,1,HB,TA/TO,0,0,0,F,1,No Deposit,Transient,73.92,2
20928,0,0,1,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,117,1
20930,27,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,53,1
20931,24,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,59,0
20939,12,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58,2
20941,0,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Group,46.66,0
20944,4,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,78,2
20947,10,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,67.5,0
20950,3,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
20953,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
20956,2,0,2,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,95,0
20957,9,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
20962,28,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,1
20967,40,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
20970,17,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,67.5,0
20974,39,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
20976,1,0,1,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,75,0
20977,39,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
20978,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,2
20979,1,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,75,0
20985,16,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,67.5,0
20986,8,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,75,0
20991,23,1,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,40.5,0
21003,1,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
21004,16,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,1
21005,32,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,33.3,0
21010,4,1,1,2,0,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,106,2
21011,4,1,0,2,1,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,125,2
21019,40,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,108,1
21025,30,1,1,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,78,2
21028,5,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,1
21029,0,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
21030,7,1,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,27,0
21032,9,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21035,26,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
21036,1,2,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,50,0
21039,3,1,0,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,35,0
21041,50,2,0,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,58,0
21052,0,0,1,2,0,0,BB,Direct,1,0,3,A,0,No Deposit,Transient,48,0
21053,4,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,25,0
21054,10,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,51,0
21064,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,25,0
21066,0,2,2,2,0,0,BB,Direct,0,0,0,F,3,No Deposit,Transient,88.5,0
21073,89,2,2,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,68,0
21075,27,2,2,2,1,0,BB,TA/TO,0,0,0,G,1,No Deposit,Transient,90,0
21078,0,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,0
21081,4,1,2,1,0,0,BB,Corporate,1,0,2,A,2,No Deposit,Transient,67.5,0
21083,31,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,53.2,2
21087,3,0,1,1,0,0,BB,TA/TO,1,0,2,D,0,No Deposit,Transient,105,1
21088,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
21089,39,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,46.4,1
21096,0,0,1,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,43,0
21098,28,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21102,6,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,50,0
21103,28,2,5,1,1,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,64.14,2
21111,1,0,1,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,50,1
21117,2,0,2,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,36,0
21121,0,0,1,1,0,0,BB,Corporate,1,0,4,A,0,No Deposit,Transient,35,0
21124,2,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
21128,6,0,3,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,30,0
21131,8,0,2,2,1,0,HB,TA/TO,0,0,0,G,1,No Deposit,Transient,147,0
21134,0,0,1,2,0,0,BB,Direct,1,0,0,D,0,No Deposit,Transient,56,0
21137,4,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,57,0
21139,5,1,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,25,0
21142,0,0,1,2,0,1,BB,Direct,0,0,0,E,0,No Deposit,Transient,65,2
21144,71,0,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,88,1
21147,0,0,1,2,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,43,3
21148,29,2,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,41,2
21154,11,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21156,4,4,10,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,22.5,0
21160,35,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,66,1
21162,14,2,5,2,0,0,BB,Direct,0,0,0,E,1,No Deposit,Transient,64,2
21167,0,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,40,0
21168,24,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,55.73,1
21169,7,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,1
21173,4,0,4,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,45,0
21184,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
21185,2,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,56,0
21187,5,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,0,2
21189,2,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,1
21190,20,0,5,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,1
21195,2,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,1
21203,1,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58,1
21205,5,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,65,0
21214,2,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
21216,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,51,0
21217,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,46,0
21223,0,0,0,2,0,0,BB,TA/TO,1,0,0,E,0,No Deposit,Transient,0,1
21224,2,1,0,2,0,0,BB,Corporate,0,0,0,A,3,No Deposit,Transient,41,0
21231,6,2,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,1
21238,3,1,0,1,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,61,0
21242,29,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,56,2
21245,0,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,0
21246,2,0,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,1
21247,9,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
21251,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
21252,0,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,53,0
21254,16,4,6,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,57.64,0
21257,31,2,3,3,0,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,76.38,2
21263,2,0,1,2,1,0,BB,Direct,1,0,1,A,1,No Deposit,Transient,82.5,1
21271,2,0,3,2,0,0,BB,TA/TO,1,0,1,E,0,No Deposit,Transient,83,1
21274,0,0,1,2,0,0,BB,Direct,1,0,0,E,1,No Deposit,Transient,65,0
21278,29,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,30.43,1
21280,0,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,45,0
21284,0,0,2,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,0,0
21285,0,0,2,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,0,0
21286,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
21288,6,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
21292,0,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,60,2
21293,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,36.96,1
21294,10,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Group,58,1
21299,6,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,47,0
21311,0,0,1,1,0,0,BB,Direct,1,0,3,A,0,No Deposit,Transient,38.5,0
21315,0,0,1,1,0,0,BB,Direct,1,0,2,A,0,No Deposit,Transient,43,0
21321,0,0,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,34.4,0
21322,19,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64,0
21323,0,0,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.4,0
21326,0,0,1,1,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,55,0
21327,0,1,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.4,0
21330,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.4,0
21331,35,0,2,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,38,0
21332,8,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,30,0
21335,8,0,1,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,45,0
21344,0,1,1,1,0,0,BB,Corporate,1,0,2,A,2,No Deposit,Transient-Party,42,0
21351,0,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,65,0
21352,30,2,5,2,0,1,BB,Direct,0,0,0,A,1,No Deposit,Transient,48,1
21353,93,2,7,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,22.5,0
21356,47,2,5,2,0,0,FB,TA/TO,0,0,0,E,0,No Deposit,Transient,91,0
21364,11,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
21365,40,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,40.79,0
21370,3,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,40,0
21371,4,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,28.1,0
21375,10,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,58,1
21376,0,0,1,2,1,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,146,0
21379,18,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
21384,30,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21387,7,0,2,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,101,0
21389,48,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,0
21390,3,0,1,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,95,2
21396,10,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,1
21400,6,0,2,3,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,85,2
21401,6,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,55,1
21402,23,0,1,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,38.13,1
21405,43,1,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,50.8,1
21406,10,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,58,1
21409,3,1,1,1,0,0,FB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,44,0
21411,3,1,1,1,0,0,FB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,0,0
21414,5,6,15,2,0,0,Undefined,TA/TO,0,0,0,A,1,No Deposit,Transient,75.81,0
21415,3,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,4,0
21421,18,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,80,0
21424,3,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37,1
21428,0,1,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,46.4,0
21431,11,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,2
21441,24,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21443,1,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
21445,12,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21449,15,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
21452,16,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
21457,17,1,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,56,0
21458,44,1,1,3,1,0,BB,Direct,0,0,0,H,2,No Deposit,Transient,81,0
21467,3,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,55,0
21468,9,1,1,1,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,68,1
21469,24,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,2
21470,24,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21473,53,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,0
21480,0,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,43,0
21482,23,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,25,0
21484,5,0,3,2,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,44,0
21485,12,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,36.1,1
21487,3,2,2,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,68.75,0
21489,18,2,1,3,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Transient,99,1
21493,58,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,57.8,0
21495,0,1,1,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,30,0
21497,0,0,1,1,0,0,BB,Corporate,1,0,2,D,0,No Deposit,Transient,63,0
21500,0,1,0,1,0,0,BB,Corporate,1,0,5,A,0,No Deposit,Transient,35,0
21503,6,0,2,1,0,0,BB,Corporate,1,0,8,A,0,No Deposit,Transient-Party,75,0
21504,0,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,0
21506,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,1
21507,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,8,0
21515,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
21517,38,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,29,1
21518,14,4,10,2,0,0,BB,TA/TO,0,0,0,A,5,No Deposit,Transient,48,1
21519,19,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.57,0
21520,88,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,27.43,0
21524,42,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,31,0
21527,0,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,30,0
21529,7,1,2,2,0,0,BB,TA/TO,0,0,0,D,2,No Deposit,Transient,66,0
21544,0,1,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,1
21553,6,0,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,99,0
21555,0,2,0,2,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,145,0
21557,1,0,2,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
21561,0,1,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.4,1
21562,42,5,13,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,46.44,1
21569,100,2,5,3,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,36.4,1
21570,1,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,0
21571,1,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
21572,1,2,2,2,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,48,0
21579,0,0,0,2,0,0,HB,TA/TO,1,0,0,A,0,No Deposit,Transient,0,0
21580,36,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26,1
21583,10,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,31,0
21584,13,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
21588,5,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
21589,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21597,1,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,44.66,1
21605,3,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,45,0
21606,32,0,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,56,1
21613,60,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37,0
21614,1,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,74,0
21625,1,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,68,2
21626,4,0,1,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,81,1
21628,1,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,74,1
21630,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
21633,46,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21635,5,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,68,3
21639,53,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,1
21641,44,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,42.5,0
21646,27,1,2,2,0,0,BB,TA/TO,1,0,1,D,0,No Deposit,Transient,99,2
21647,2,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,64,1
21648,16,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21652,45,2,5,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,55.35,2
21654,17,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,1
21656,41,0,5,1,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient-Party,68,0
21658,55,2,3,1,0,0,HB,Direct,1,0,1,A,1,No Deposit,Transient,163.25,1
21661,31,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
21663,0,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
21665,1,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,60,1
21669,1,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,55,0
21671,7,1,5,2,0,0,BB,Direct,0,0,0,H,0,No Deposit,Transient,100,0
21673,10,2,4,2,0,0,BB,Direct,1,0,2,F,0,No Deposit,Transient,72.83,2
21674,33,0,5,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient-Party,81,1
21675,0,0,1,2,0,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,100,0
21676,22,1,2,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,48,1
21681,45,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,36,1
21687,0,1,0,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,75,0
21691,11,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,36.86,3
21694,0,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,57,0
21695,2,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
21696,0,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
21700,5,0,1,1,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,84.8,0
21701,8,0,2,2,0,0,BB,TA/TO,1,0,2,D,0,No Deposit,Group,46.4,0
21703,7,0,1,1,0,0,BB,TA/TO,1,0,4,A,0,No Deposit,Transient,48,1
21704,1,0,1,1,0,0,BB,TA/TO,1,0,5,A,0,No Deposit,Group,61.6,1
21705,15,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
21710,0,0,1,1,0,0,BB,Direct,1,0,0,A,1,No Deposit,Transient,40,0
21712,19,0,4,2,0,0,HB,Direct,1,0,1,D,2,No Deposit,Transient-Party,75,1
21713,26,0,5,2,0,0,HB,Direct,1,0,2,E,0,No Deposit,Transient-Party,80,1
21715,1,2,6,1,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient,39.5,0
21720,49,2,2,1,0,0,HB,Direct,0,0,0,E,2,No Deposit,Transient-Party,66,0
21724,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
21725,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,46,0
21728,0,0,1,2,0,0,BB,Direct,1,0,0,A,0,No Deposit,Transient,55,1
21736,0,0,1,2,0,0,BB,Direct,1,0,1,G,0,No Deposit,Transient,0,2
21738,1,0,1,1,0,0,HB,Direct,1,0,1,G,1,No Deposit,Transient,0,2
21745,133,0,5,2,0,0,HB,Direct,1,0,1,E,0,No Deposit,Transient-Party,80,1
21746,5,2,2,1,0,0,HB,Direct,1,0,1,E,0,No Deposit,Transient-Party,80,0
21747,41,2,6,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient-Party,0,2
21756,0,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,1
21757,0,1,1,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,30,1
21761,20,4,7,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,47,1
21762,1,0,2,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
21763,1,0,2,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
21767,6,0,1,1,0,0,BB,Direct,1,0,1,A,1,No Deposit,Transient,50,0
21768,8,0,1,1,0,0,BB,Direct,1,0,2,A,0,No Deposit,Transient,35,0
21772,6,0,2,2,0,1,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,1
21775,1,0,2,1,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,45,0
21778,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,85,0
21779,23,2,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,50,2
21782,19,2,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,36.61,2
21785,0,0,1,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,50,0
21787,3,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,55,0
21789,27,0,2,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,60,1
21790,2,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,1
